 Date[YYYY.MM.DD],Time[HH:MM:SS.ms],Log  Number,FP101,FP102,FP103,FV201,FV202,FV203,FV204,EM201,EM202,Temp1,Temp2,pH 
2016.12.28,08:27:52.317,1,0,0,0,0,0,0,0,0,0,21.387000,21.120000,7.072873
2016.12.28,08:27:52.801,2,1,1,1,0,0,0,0,0,0,21.515000,21.338000,7.333257
2016.12.28,08:27:53.301,3,1,1,1,0,0,0,0,0,0,21.537000,21.334000,8.326188
2016.12.28,08:27:53.802,4,1,1,1,0,0,0,0,0,0,21.493000,21.318000,7.250679
2016.12.28,08:27:54.303,5,1,1,1,0,0,0,0,0,0,21.500000,21.323000,7.759139
2016.12.28,08:27:54.803,6,1,1,1,0,0,0,0,0,0,21.457000,21.314000,8.235854
2016.12.28,08:27:55.304,7,1,1,1,0,0,0,0,0,0,21.455000,21.336000,7.521203
2016.12.28,08:27:55.805,8,1,1,1,0,0,0,0,0,0,21.460000,21.334000,8.265091
2016.12.28,08:27:56.321,9,1,1,1,0,0,0,0,0,0,21.439000,21.285000,7.095783
2016.12.28,08:27:56.807,10,1,1,1,0,0,0,0,0,0,21.443000,21.358000,7.143209
2016.12.28,08:27:57.302,11,1,1,1,0,0,0,0,0,0,21.426000,21.325000,7.103579
2016.12.28,08:27:57.801,12,1,1,1,0,0,0,0,0,0,21.385000,21.319000,7.553956
2016.12.28,08:27:58.302,13,1,1,1,0,0,0,0,0,0,21.375000,21.354000,7.809342
2016.12.28,08:27:58.802,14,1,1,1,0,0,0,0,0,0,21.434000,21.347000,8.281530
2016.12.28,08:27:59.305,15,1,1,1,0,0,0,0,0,0,21.382000,21.341000,7.157227
2016.12.28,08:27:59.806,16,1,1,1,0,0,0,0,0,0,21.430000,21.363000,8.115436
2016.12.28,08:28:00.322,17,1,1,1,0,0,0,0,0,0,21.518000,21.300000,7.171918
2016.12.28,08:28:00.813,18,1,1,1,0,0,0,0,0,0,21.294000,21.307000,8.476923
2016.12.28,08:28:01.330,19,1,1,1,0,0,0,0,0,0,21.487000,21.350000,8.606480
2016.12.28,08:28:01.810,20,1,1,1,0,0,0,0,0,0,21.473000,21.339000,7.102287
2016.12.28,08:28:02.313,21,1,1,1,0,0,0,0,0,0,21.436000,21.322000,7.498931
2016.12.28,08:28:02.814,22,1,1,1,0,0,0,0,0,0,21.476000,21.332000,7.126871
2016.12.28,08:28:03.318,23,1,1,1,0,0,0,0,0,0,21.459000,21.345000,8.066669
2016.12.28,08:28:03.818,24,1,1,1,0,0,0,0,0,0,21.496000,21.298000,7.426276
2016.12.28,08:28:04.313,25,1,1,1,0,0,0,0,0,0,21.519000,21.268000,8.344970
2016.12.28,08:28:04.812,26,1,1,1,0,0,0,0,0,0,21.508000,21.358000,7.976234
2016.12.28,08:28:05.313,27,1,1,1,0,0,0,0,0,0,21.473000,21.320000,8.997994
2016.12.28,08:28:05.812,28,1,1,1,0,0,0,0,0,0,21.460000,21.310000,7.151924
2016.12.28,08:28:06.316,29,1,1,1,0,0,0,0,0,0,21.479000,21.360000,7.824341
2016.12.28,08:28:06.816,30,1,1,1,0,0,0,0,0,0,21.505000,21.320000,8.294921
2016.12.28,08:28:07.350,31,1,1,1,0,0,0,0,0,0,21.493000,21.382000,8.386416
2016.12.28,08:28:07.826,32,1,1,1,0,0,0,0,0,0,21.506000,21.300000,8.603873
2016.12.28,08:28:08.321,33,1,1,1,0,0,0,0,0,0,21.516000,21.331000,7.465181
2016.12.28,08:28:08.827,34,1,1,1,0,0,0,0,0,0,21.477000,21.298000,8.923160
2016.12.28,08:28:09.320,35,1,1,1,0,0,0,0,0,0,21.547000,21.325000,8.089188
2016.12.28,08:28:09.818,36,1,1,1,0,0,0,0,0,0,21.491000,21.344000,7.692237
2016.12.28,08:28:10.320,37,1,1,1,0,0,0,0,0,0,21.535000,21.332000,7.555683
2016.12.28,08:28:10.826,38,1,1,1,0,0,0,0,0,0,21.508000,21.340000,7.486370
2016.12.28,08:28:11.332,39,1,1,1,0,0,0,0,0,0,21.549000,21.357000,7.543547
2016.12.28,08:28:11.820,40,1,1,1,0,0,0,0,0,0,21.538000,21.351000,7.137975
2016.12.28,08:28:12.322,41,1,1,1,0,0,0,0,0,0,21.557000,21.356000,8.906487
2016.12.28,08:28:12.822,42,1,1,1,0,0,0,0,0,0,21.552000,21.345000,7.853216
2016.12.28,08:28:13.322,43,1,1,1,0,0,0,0,0,0,21.549000,21.417000,8.627102
2016.12.28,08:28:13.826,44,1,1,1,0,0,0,0,0,0,21.598000,21.382000,8.970552
2016.12.28,08:28:14.320,45,1,1,1,0,0,0,0,0,0,21.564000,21.344000,8.488913
2016.12.28,08:28:14.823,46,1,1,1,0,0,0,0,0,0,21.561000,21.352000,8.259380
2016.12.28,08:28:15.326,47,1,1,1,0,0,0,0,0,0,21.515000,21.355000,7.378484
2016.12.28,08:28:15.828,48,1,1,1,0,0,0,0,0,0,21.529000,21.389000,8.570404
2016.12.28,08:28:16.336,49,1,1,1,0,0,0,0,0,0,21.531000,21.389000,7.263384
2016.12.28,08:28:16.825,50,1,1,1,0,0,0,0,0,0,21.583000,21.348000,7.788535
2016.12.28,08:28:17.327,51,1,1,1,0,0,0,0,0,0,21.516000,21.340000,7.037847
2016.12.28,08:28:17.829,52,1,1,1,0,0,0,0,0,0,21.601000,21.336000,8.939671
2016.12.28,08:28:18.324,53,1,1,1,0,0,0,0,0,0,21.520000,21.352000,7.416336
2016.12.28,08:28:18.823,54,1,1,1,0,0,0,0,0,0,21.537000,21.375000,7.647093
2016.12.28,08:28:19.323,55,1,1,1,0,0,0,0,0,0,21.499000,21.344000,7.442195
2016.12.28,08:28:19.836,56,1,1,1,0,0,0,0,0,0,21.534000,21.313000,7.117398
2016.12.28,08:28:20.334,57,1,1,1,0,0,0,0,0,0,21.504000,21.379000,8.100946
2016.12.28,08:28:20.837,58,1,1,1,0,0,0,0,0,0,21.542000,21.378000,8.293851
2016.12.28,08:28:21.338,59,1,1,1,0,0,0,0,0,0,21.470000,21.380000,7.975392
2016.12.28,08:28:21.831,60,1,1,1,0,0,0,0,0,0,21.566000,21.350000,7.088073
2016.12.28,08:28:22.338,61,1,1,1,0,0,0,0,0,0,21.497000,21.361000,7.853312
2016.12.28,08:28:22.830,62,1,1,1,0,0,0,0,0,0,21.596000,21.358000,7.722626
2016.12.28,08:28:23.326,63,1,1,1,0,0,0,0,0,0,21.491000,21.350000,8.163454
2016.12.28,08:28:23.831,64,1,1,1,0,0,0,0,0,0,21.536000,21.394000,8.186509
2016.12.28,08:28:24.330,65,1,1,1,0,0,0,0,0,0,21.501000,21.391000,8.888884
2016.12.28,08:28:24.834,66,1,1,1,0,0,0,0,0,0,21.560000,21.386000,8.360652
2016.12.28,08:28:25.332,67,1,1,1,0,0,0,0,0,0,21.550000,21.387000,8.565413
2016.12.28,08:28:25.824,68,1,1,1,0,0,0,0,0,0,21.568000,21.353000,8.773617
2016.12.28,08:28:26.327,69,1,1,1,0,0,0,0,0,0,21.624000,21.356000,8.822954
2016.12.28,08:28:26.826,70,1,1,1,0,0,0,0,0,0,21.528000,21.347000,7.342261
2016.12.28,08:28:27.329,71,1,1,1,0,0,0,0,0,0,21.571000,21.381000,7.970798
2016.12.28,08:28:27.824,72,1,1,1,0,0,0,0,0,0,21.550000,21.365000,7.713274
2016.12.28,08:28:28.325,73,1,1,1,0,0,0,0,0,0,21.570000,21.381000,7.000477
2016.12.28,08:28:28.822,74,1,1,1,0,0,0,0,0,0,21.523000,21.308000,7.587826
2016.12.28,08:28:29.330,75,1,1,1,0,0,0,0,0,0,21.642000,21.488000,7.155657
2016.12.28,08:28:29.825,76,1,1,1,0,0,0,0,0,0,21.652000,21.469000,7.249233
2016.12.28,08:28:30.326,77,1,1,1,0,0,0,0,0,0,21.665000,21.461000,8.324010
2016.12.28,08:28:30.828,78,1,1,1,0,0,0,0,0,0,21.580000,21.388000,8.699125
2016.12.28,08:28:31.328,79,1,1,1,0,0,0,0,0,0,21.585000,21.415000,8.635716
2016.12.28,08:28:31.825,80,1,1,1,0,0,0,0,0,0,21.603000,21.372000,7.335074
2016.12.28,08:28:32.327,81,1,1,1,0,0,0,0,0,0,21.602000,21.407000,8.898847
2016.12.28,08:28:32.837,82,1,1,1,0,0,0,0,0,0,21.588000,21.388000,8.517813
2016.12.28,08:28:33.331,83,1,1,1,0,0,0,0,0,0,21.613000,21.359000,7.213083
2016.12.28,08:28:33.830,84,1,1,1,0,0,0,0,0,0,21.633000,21.415000,8.676911
2016.12.28,08:28:34.336,85,1,1,1,0,0,0,0,0,0,21.603000,21.374000,8.177861
2016.12.28,08:28:34.832,86,1,1,1,0,0,0,0,0,0,21.584000,21.372000,7.813686
2016.12.28,08:28:35.337,87,1,1,1,0,0,0,0,0,0,21.586000,21.390000,7.394792
2016.12.28,08:28:35.836,88,1,1,1,0,0,0,0,0,0,21.556000,21.420000,8.802930
2016.12.28,08:28:36.341,89,1,1,1,0,0,0,0,0,0,21.653000,21.440000,8.091655
2016.12.28,08:28:36.831,90,1,1,1,0,0,0,0,0,0,21.627000,21.393000,7.448737
2016.12.28,08:28:37.343,91,1,1,1,0,0,0,0,0,0,21.606000,21.417000,8.994380
2016.12.28,08:28:37.836,92,1,1,1,0,0,0,0,0,0,21.669000,21.440000,7.725647
2016.12.28,08:28:38.337,93,1,1,1,0,0,0,0,0,0,21.656000,21.358000,8.589332
2016.12.28,08:28:38.833,94,1,1,1,0,0,0,0,0,0,21.606000,21.401000,7.828512
2016.12.28,08:28:39.332,95,1,1,1,0,0,0,0,0,0,21.533000,21.357000,8.593757
2016.12.28,08:28:39.841,96,1,1,1,0,0,0,0,0,0,21.618000,21.382000,7.228448
2016.12.28,08:28:40.340,97,1,1,1,0,0,0,0,0,0,21.576000,21.380000,7.537960
2016.12.28,08:28:40.839,98,1,1,1,0,0,0,0,0,0,21.545000,21.360000,7.645049
2016.12.28,08:28:41.333,99,1,1,1,0,0,0,0,0,0,21.569000,21.388000,8.509287
2016.12.28,08:28:41.845,100,1,1,1,0,0,0,0,0,0,21.687000,21.377000,7.138854
2016.12.28,08:28:42.335,101,1,1,1,0,0,0,0,0,0,21.511000,21.260000,8.606938
