 Date[YYYY.MM.DD],Time[HH:MM:SS.ms],Log  Number,FP101,FP102,FP103,FV201,FV202,FV203,FV204,EM201,EM202,Temp1,Temp2,pH 
2017.01.03,19:17:13.886,1,0,0,0,0,0,0,0,0,0,20.753000,20.693000,8.973466
2017.01.03,19:17:14.374,2,1,1,1,0,0,0,0,0,0,20.803000,20.635000,7.302219
2017.01.03,19:17:14.876,3,1,1,1,0,0,0,0,0,0,20.844000,20.650000,8.038447
2017.01.03,19:17:15.376,4,1,1,1,0,0,0,0,0,0,20.795000,20.636000,7.188660
2017.01.03,19:17:15.899,5,1,1,1,0,0,0,0,0,0,20.818000,20.671000,8.221331
2017.01.03,19:17:16.376,6,1,1,1,0,0,0,0,0,0,20.802000,20.628000,7.072457
2017.01.03,19:17:16.876,7,1,1,1,0,0,0,0,0,0,20.855000,20.642000,7.576610
2017.01.03,19:17:17.376,8,1,1,1,0,0,0,0,0,0,20.807000,20.639000,8.922515
2017.01.03,19:17:17.876,9,1,1,1,0,0,0,0,0,0,20.824000,20.613000,7.714978
2017.01.03,19:17:18.375,10,1,1,1,0,0,0,0,0,0,20.780000,20.622000,8.093330
2017.01.03,19:17:18.874,11,1,1,1,0,0,0,0,0,0,20.845000,20.648000,8.938386
2017.01.03,19:17:19.374,12,1,1,1,0,0,0,0,0,0,20.817000,20.648000,7.342341
2017.01.03,19:17:19.874,13,1,1,1,0,0,0,0,0,0,20.811000,20.672000,8.490493
2017.01.03,19:17:20.375,14,1,1,1,0,0,0,0,0,0,20.824000,20.655000,8.844316
2017.01.03,19:17:20.911,15,1,1,1,0,0,0,0,0,0,20.819000,20.652000,7.972155
2017.01.03,19:17:21.379,16,1,1,1,0,0,0,0,0,0,20.786000,20.668000,8.128576
2017.01.03,19:17:21.875,17,1,1,1,0,0,0,0,0,0,20.827000,20.627000,7.820180
2017.01.03,19:17:22.373,18,1,1,1,0,0,0,0,0,0,20.800000,20.609000,7.529285
2017.01.03,19:17:22.881,19,1,1,1,0,0,0,0,0,0,20.842000,20.644000,8.790807
2017.01.03,19:17:23.378,20,1,1,1,0,0,0,0,0,0,20.829000,20.641000,8.217863
2017.01.03,19:17:23.879,21,1,1,1,0,0,0,0,0,0,20.829000,20.648000,7.209391
2017.01.03,19:17:24.384,22,1,1,1,0,0,0,0,0,0,20.784000,20.617000,7.804338
2017.01.03,19:17:24.873,23,1,1,1,0,0,0,0,0,0,20.833000,20.624000,8.544411
2017.01.03,19:17:25.373,24,1,1,1,0,0,0,0,0,0,20.824000,20.633000,7.703852
2017.01.03,19:17:25.913,25,1,1,1,0,0,0,0,0,0,20.823000,20.638000,7.247972
2017.01.03,19:17:26.377,26,1,1,1,0,0,0,0,0,0,20.837000,20.666000,8.286632
2017.01.03,19:17:26.876,27,1,1,1,0,0,0,0,0,0,20.830000,20.678000,8.392164
2017.01.03,19:17:27.376,28,1,1,1,0,0,0,0,0,0,20.816000,20.717000,8.501164
2017.01.03,19:17:27.876,29,1,1,1,0,0,0,0,0,0,20.841000,20.682000,8.005903
2017.01.03,19:17:28.375,30,1,1,1,0,0,0,0,0,0,20.815000,20.679000,7.008574
2017.01.03,19:17:28.875,31,1,1,1,0,0,0,0,0,0,20.826000,20.670000,8.659124
